coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC1759,30,1,1,0,-336,0,0,10,128,6,-1,0,0,0,30,-336,1,128,6
CODDOC1762,35,1,2,0,251,1,1,1,128,3,-1,0,0,0,35,251,1,128,3
CODDOC1766,32,2,2,0,2,0,0,9,144,2,-1,0,0,0,32,2,1,144,2
CODDOC1770,50,1,0,0,-84,1,0,6,101,1,-1,0,0,0,50,-84,1,101,1
CODDOC1771,38,2,2,0,-1,1,0,7,72,1,-1,0,0,0,38,-1,1,72,1
CODDOC1776,38,1,3,0,7124,0,0,16,301,6,-1,0,0,0,38,4000,1,301,6
CODDOC1777,43,1,2,0,17555,0,0,26,14,14,-1,0,0,0,43,4000,1,14,6
CODDOC1778,43,1,0,0,5172,1,0,29,57,3,-1,0,0,0,43,4000,1,57,3
CODDOC1780,32,2,3,0,13711,1,0,14,638,1,175,3,0,1,32,4000,1,500,1
CODDOC1781,58,0,3,0,1533,0,0,15,137,2,-1,0,0,0,58,1533,1,137,2
CODDOC1782,47,1,3,0,286,0,0,22,557,7,-1,0,0,0,47,286,1,500,6
CODDOC1783,31,2,2,0,-219,1,0,30,66,2,-1,0,0,0,31,-219,1,66,2
CODDOC1785,50,1,2,0,810,1,0,14,19,14,-1,0,0,0,50,810,1,19,6
CODDOC1788,39,1,3,0,0,1,0,2,46,2,-1,0,0,0,39,0,1,46,2
CODDOC1791,45,1,2,0,1477,1,0,8,355,1,-1,0,0,0,45,1477,1,355,1
CODDOC1792,31,1,2,0,0,1,0,14,40,2,-1,0,0,0,31,0,1,40,2
CODDOC1794,39,0,2,0,399,1,1,14,133,2,-1,0,0,0,39,399,1,133,2
CODDOC1796,35,2,2,0,2830,0,0,20,22,12,-1,0,0,0,35,2830,1,22,6
CODDOC1797,34,1,2,0,15,0,0,25,184,7,-1,0,0,0,34,15,1,184,6
CODDOC1799,38,1,3,0,45,0,0,22,125,4,-1,0,0,0,38,45,1,125,4
CODDOC1802,49,1,2,0,579,1,0,28,396,1,-1,0,0,0,49,579,1,396,1
CODDOC1804,31,2,2,0,1987,1,0,20,55,2,-1,0,0,0,31,1987,1,55,2
CODDOC1805,34,1,2,0,857,1,0,22,238,6,-1,0,0,0,34,857,1,238,6
CODDOC1806,70,1,3,0,15834,0,0,5,172,3,186,1,0,1,65,4000,1,172,3
CODDOC1807,45,1,3,0,3370,0,0,12,36,3,-1,0,0,0,45,3370,1,36,3
CODDOC1809,57,1,2,0,808,0,0,14,417,3,-1,0,0,0,57,808,1,417,3
CODDOC1810,40,1,0,0,4075,1,0,16,162,3,-1,0,0,0,40,4000,1,162,3
CODDOC1811,28,1,2,0,373,1,0,14,10,9,344,1,0,1,28,373,1,10,6
CODDOC1812,44,2,2,0,-101,1,0,10,99,1,-1,0,0,0,44,-101,1,99,1
CODDOC1813,49,0,2,0,3250,0,0,16,32,3,-1,0,0,0,49,3250,1,32,3
CODDOC1818,27,1,2,0,2171,1,0,16,130,1,323,1,0,1,27,2171,1,130,1
CODDOC1819,48,1,2,0,340,1,0,28,255,2,-1,0,0,0,48,340,1,255,2
CODDOC1821,46,1,2,0,4958,1,0,17,64,3,150,5,0,1,46,4000,1,64,3
CODDOC1823,31,1,3,0,156,0,0,13,657,7,-1,0,1,0,31,156,1,500,6
CODDOC1828,50,1,3,0,4374,1,0,21,163,2,113,3,0,1,50,4000,1,163,2
CODDOC1829,34,1,2,0,456,1,1,28,137,8,-1,0,0,0,34,456,1,137,6
CODDOC1830,32,1,2,0,253,1,0,4,257,3,-1,0,0,0,32,253,1,257,3
CODDOC1831,36,2,2,0,774,1,0,3,231,2,259,1,0,1,36,774,1,231,2
CODDOC1839,35,1,2,0,839,1,0,23,50,3,-1,0,0,0,35,839,1,50,3
CODDOC1841,44,0,2,0,316,1,0,21,163,3,-1,0,0,0,44,316,1,163,3
CODDOC1845,54,1,3,0,8295,0,0,5,207,1,-1,0,1,0,54,4000,1,207,1
CODDOC1849,38,1,1,0,2240,1,0,19,551,1,183,1,0,1,38,2240,1,500,1
CODDOC1850,52,1,3,0,0,0,0,19,163,3,-1,0,0,0,52,0,1,163,3
CODDOC1851,54,0,3,0,1295,1,0,21,179,10,-1,0,0,0,54,1295,1,179,6
CODDOC1854,39,2,2,0,4143,1,1,2,21,1,-1,0,0,0,39,4000,1,21,1
CODDOC1856,41,2,2,0,618,0,0,5,1056,1,-1,0,0,0,41,618,1,500,1
CODDOC1861,48,1,2,0,99,1,0,28,344,1,-1,0,0,0,48,99,1,344,1
CODDOC1862,28,2,2,0,290,1,0,18,128,1,-1,0,0,0,28,290,1,128,1
CODDOC1863,47,1,2,0,1230,1,0,30,412,1,169,1,1,1,47,1230,1,412,1
CODDOC1866,38,1,3,0,950,0,0,5,210,2,-1,0,0,0,38,950,1,210,2
CODDOC1867,86,1,2,0,1503,0,0,18,165,3,101,1,0,1,65,1503,1,165,3
CODDOC1868,47,1,2,0,65,0,0,28,118,8,-1,0,0,0,47,65,1,118,6
CODDOC1870,44,1,3,0,773,0,1,9,618,1,-1,0,0,0,44,773,1,500,1
CODDOC1871,25,2,0,0,10788,0,0,23,102,2,210,2,0,1,25,4000,1,102,2
CODDOC1874,53,1,1,0,4143,0,0,15,200,3,-1,0,0,0,53,4000,1,200,3
CODDOC1876,30,2,2,0,180,0,0,14,203,1,183,2,0,1,30,180,1,203,1
CODDOC1877,26,2,1,0,-887,1,0,18,827,2,-1,0,1,0,26,-887,1,500,2
CODDOC1878,40,1,2,0,4157,1,0,15,735,1,-1,0,0,0,40,4000,1,500,1
CODDOC1879,34,2,2,0,1386,1,1,28,185,6,-1,0,0,0,34,1386,1,185,6
CODDOC1881,40,1,3,0,-495,0,1,29,303,2,-1,0,0,0,40,-495,1,303,2
CODDOC1882,36,1,3,0,27359,1,0,3,71,2,-1,0,0,0,36,4000,1,71,2
CODDOC1887,39,0,2,0,902,1,0,10,691,2,180,5,1,1,39,902,1,500,2
CODDOC1888,33,1,0,0,18347,1,0,23,415,1,-1,0,0,0,33,4000,1,415,1
CODDOC1890,42,1,3,0,1205,0,0,8,376,2,-1,0,1,0,42,1205,1,376,2
CODDOC1891,46,1,2,0,499,1,0,31,37,10,-1,0,0,0,46,499,1,37,6
CODDOC1894,35,0,2,0,69,1,0,8,461,3,-1,0,0,0,35,69,1,461,3
CODDOC1895,53,1,0,0,619,0,0,17,198,6,-1,0,0,0,53,619,1,198,6
CODDOC1896,29,2,2,0,192,0,0,30,327,4,-1,0,0,0,29,192,1,327,4
CODDOC1897,35,2,3,0,0,0,0,29,669,6,-1,0,0,0,35,0,1,500,6
CODDOC1898,49,1,3,0,87,0,0,29,165,1,-1,0,0,0,49,87,1,165,1
CODDOC1899,58,1,3,0,3228,0,0,19,58,2,-1,0,0,0,58,3228,1,58,2
CODDOC1902,30,2,3,0,34,1,0,6,289,1,-1,0,0,0,30,34,1,289,1
CODDOC1903,34,2,2,0,318,0,1,25,239,5,-1,0,0,0,34,318,1,239,5
CODDOC1904,60,1,2,0,197,0,0,7,1386,1,-1,0,0,0,60,197,1,500,1
CODDOC1905,28,2,3,0,0,0,0,28,294,2,105,7,1,1,28,0,1,294,2
CODDOC1906,46,1,3,0,273,1,0,18,910,2,184,4,1,1,46,273,1,500,2
CODDOC1907,49,0,1,0,15,1,0,27,550,7,-1,0,0,0,49,15,1,500,6
CODDOC1910,33,1,3,0,75,0,0,21,204,4,-1,0,0,0,33,75,1,204,4
CODDOC1911,54,1,2,0,1139,1,0,14,155,1,177,7,0,1,54,1139,1,155,1
CODDOC1912,26,1,2,0,115,1,0,4,46,3,-1,0,0,0,26,115,1,46,3
CODDOC1913,54,1,2,0,0,0,0,16,1366,1,150,1,0,1,54,0,1,500,1
CODDOC1915,30,2,3,0,-477,0,1,21,1532,2,-1,0,1,0,30,-477,1,500,2
CODDOC1918,53,1,1,0,980,1,0,3,352,1,-1,0,1,0,53,980,1,352,1
CODDOC1923,33,2,2,0,-300,1,1,25,184,1,-1,0,0,0,33,-300,1,184,1
CODDOC1924,66,1,2,0,4785,0,0,13,72,3,-1,0,0,0,65,4000,1,72,3
CODDOC1926,33,1,2,0,0,1,0,22,44,8,-1,0,0,0,33,0,1,44,6
CODDOC1928,71,1,1,0,4657,0,0,16,93,5,-1,0,1,0,65,4000,1,93,5
CODDOC1929,22,2,1,0,3472,0,0,20,332,1,183,3,1,1,22,3472,1,332,1
CODDOC1931,32,1,2,0,255,1,1,21,86,2,-1,0,0,0,32,255,1,86,2
CODDOC1934,49,1,1,0,474,1,1,9,152,3,221,1,0,1,49,474,1,152,3
CODDOC1935,27,2,2,0,489,1,0,30,356,4,-1,0,1,0,27,489,1,356,4
CODDOC1936,46,1,2,0,757,0,0,16,382,3,-1,0,0,0,46,757,1,382,3
CODDOC1942,57,1,1,0,0,0,0,9,257,2,-1,0,0,0,57,0,1,257,2
CODDOC1943,66,1,3,0,2169,0,0,7,282,1,-1,0,0,0,65,2169,1,282,1
CODDOC1945,48,1,2,0,333,1,0,14,24,6,-1,0,0,0,48,333,1,24,6
CODDOC1946,33,2,2,0,4404,1,0,20,766,3,-1,0,0,0,33,4000,1,500,3
CODDOC1948,47,1,2,0,3188,1,0,3,426,3,-1,0,0,0,47,3188,1,426,3
CODDOC1950,78,1,3,0,226,0,0,6,136,1,-1,0,0,0,65,226,1,136,1
CODDOC1952,46,2,3,0,1410,1,0,19,93,1,189,8,0,1,46,1410,1,93,1
CODDOC1954,36,2,3,0,980,0,0,11,118,4,104,7,0,1,36,980,1,118,4
CODDOC1957,77,1,1,0,680,0,0,24,513,2,89,7,0,1,65,680,1,500,2
CODDOC1959,43,2,2,1,-1164,1,1,18,76,4,-1,0,0,0,43,-1000,1,76,4
CODDOC1962,38,1,1,0,3419,1,0,20,324,5,-1,0,0,0,38,3419,1,324,5
CODDOC1963,25,2,3,0,343,0,0,1,377,1,-1,0,1,0,25,343,1,377,1
CODDOC1968,32,1,2,0,950,1,1,20,219,4,-1,0,0,0,32,950,1,219,4
CODDOC1974,59,1,0,0,139,0,0,5,153,1,-1,0,0,0,59,139,1,153,1
CODDOC1977,27,2,2,0,113,0,0,22,39,17,-1,0,0,0,27,113,1,39,6
CODDOC1985,56,1,1,0,551,0,0,29,27,1,-1,0,0,0,56,551,1,27,1
CODDOC1986,29,2,0,0,145,0,0,14,105,1,-1,0,0,0,29,145,1,105,1
CODDOC1988,35,2,2,0,1063,1,1,16,327,1,-1,0,0,0,35,1063,1,327,1
CODDOC1989,56,0,2,0,985,0,1,18,150,2,-1,0,0,0,56,985,1,150,2
CODDOC1991,31,2,2,0,-449,1,0,28,81,2,-1,0,0,0,31,-449,1,81,2
CODDOC1993,43,1,2,0,0,1,0,17,674,3,-1,0,0,0,43,0,1,500,3
CODDOC1998,24,2,2,0,77,1,0,16,236,2,-1,0,0,0,24,77,1,236,2
CODDOC2000,36,1,2,0,-73,1,1,18,15,8,-1,0,0,0,36,-73,1,15,6
CODDOC2001,28,1,1,0,60,1,0,6,161,1,337,1,0,1,28,60,1,161,1
CODDOC2002,45,1,1,0,137,1,1,16,187,19,-1,0,0,0,45,137,1,187,6
CODDOC2003,32,2,3,0,1583,1,0,19,100,1,182,1,0,1,32,1583,1,100,1
CODDOC2004,46,1,2,0,-121,1,1,8,214,4,-1,0,0,0,46,-121,1,214,4
CODDOC2008,30,2,2,0,4787,1,0,4,99,2,-1,0,0,0,30,4000,1,99,2
CODDOC2010,28,1,1,0,702,1,0,26,318,2,-1,0,0,0,28,702,1,318,2
CODDOC2011,31,2,3,0,1494,0,0,13,275,12,-1,0,0,0,31,1494,1,275,6
CODDOC2014,31,2,2,0,609,1,0,14,1126,1,335,1,0,1,31,609,1,500,1
CODDOC2016,40,2,3,0,0,1,0,23,228,2,182,6,1,1,40,0,1,228,2
CODDOC2020,51,1,1,0,42,1,0,12,51,2,342,3,0,1,51,42,1,51,2
CODDOC2021,33,1,2,0,285,0,1,3,267,1,-1,0,0,0,33,285,1,267,1
CODDOC2022,41,1,3,0,0,0,0,20,95,1,-1,0,0,0,41,0,1,95,1
CODDOC2027,25,1,2,0,894,1,0,28,328,1,-1,0,0,0,25,894,1,328,1
CODDOC2030,59,0,3,0,0,1,0,31,52,8,-1,0,0,0,59,0,1,52,6
CODDOC2032,33,1,3,0,4,1,0,16,285,5,-1,0,0,0,33,4,1,285,5
CODDOC2037,45,1,3,0,-192,1,0,6,138,3,-1,0,0,0,45,-192,1,138,3
CODDOC2038,30,1,3,0,1942,1,1,21,436,2,178,3,1,1,30,1942,1,436,2
CODDOC2039,33,2,2,0,5137,1,0,6,123,1,-1,0,0,0,33,4000,1,123,1
CODDOC2041,37,1,2,0,1053,0,0,16,405,3,-1,0,0,0,37,1053,1,405,3
CODDOC2042,73,1,1,0,154,0,0,15,103,1,-1,0,0,0,65,154,1,103,1
CODDOC2045,44,1,3,0,529,1,0,4,129,4,-1,0,0,0,44,529,1,129,4
CODDOC2046,56,1,3,0,318,0,1,9,246,3,-1,0,0,0,56,318,1,246,3
CODDOC2049,54,1,1,0,3859,0,1,20,104,3,-1,0,0,0,54,3859,1,104,3
CODDOC2050,59,1,1,0,4198,0,0,14,309,1,91,10,1,1,59,4000,1,309,1
CODDOC2053,53,1,2,0,263,0,1,18,143,7,-1,0,0,0,53,263,1,143,6
CODDOC2056,48,1,2,0,568,1,0,2,378,2,386,1,1,1,48,568,1,378,2
CODDOC2057,57,1,2,0,1469,1,0,17,364,1,-1,0,0,0,57,1469,1,364,1
CODDOC2059,50,0,3,0,201,1,0,24,248,1,-1,0,0,0,50,201,1,248,1
CODDOC2061,43,1,1,0,-93,1,0,26,402,2,-1,0,0,0,43,-93,1,402,2
CODDOC2062,31,1,2,0,-331,1,0,23,203,5,-1,0,0,0,31,-331,1,203,5
CODDOC2063,29,1,0,0,486,1,0,6,422,1,363,1,0,1,29,486,1,422,1
CODDOC2064,39,1,1,0,694,1,0,21,44,1,-1,0,0,0,39,694,1,44,1
CODDOC2066,38,2,3,0,0,0,0,6,39,2,-1,0,0,0,38,0,1,39,2
CODDOC2067,56,0,3,0,2959,1,0,18,325,1,-1,0,0,0,56,2959,1,325,1
CODDOC2069,47,1,2,0,1167,1,0,30,968,1,87,5,1,1,47,1167,1,500,1
CODDOC2070,38,2,3,0,35,1,0,17,156,1,273,3,0,1,38,35,1,156,1
CODDOC2072,37,1,2,0,4760,1,0,20,187,2,-1,0,0,0,37,4000,1,187,2
CODDOC2073,44,2,3,0,-1313,1,1,15,104,10,-1,0,0,0,44,-1000,1,104,6
CODDOC2075,53,1,2,0,230,0,1,13,112,2,-1,0,0,0,53,230,1,112,2
CODDOC2076,69,1,3,0,473,0,0,7,112,1,78,1,0,1,65,473,1,112,1
CODDOC2083,46,0,1,0,216,0,0,2,173,1,-1,0,0,0,46,216,1,173,1
CODDOC2086,33,1,2,0,-77,1,0,28,151,3,-1,0,0,0,33,-77,1,151,3
CODDOC2088,27,2,2,0,1566,0,0,30,164,5,-1,0,0,0,27,1566,1,164,5
CODDOC2091,48,1,2,0,0,1,0,26,105,1,-1,0,0,0,48,0,1,105,1
CODDOC2094,47,1,2,0,72,0,0,29,278,1,-1,0,0,0,47,72,1,278,1
CODDOC2095,53,1,2,0,100,0,0,13,205,4,-1,0,0,0,53,100,1,205,4
CODDOC2096,35,1,1,0,319,1,0,16,221,1,-1,0,0,0,35,319,1,221,1
CODDOC2097,58,1,3,0,9339,1,0,18,52,3,172,3,0,1,58,4000,1,52,3
CODDOC2098,52,0,3,0,50,1,0,12,84,3,-1,0,0,0,52,50,1,84,3
CODDOC2099,57,1,2,1,32,1,0,15,476,3,-1,0,0,0,57,32,1,476,3
CODDOC2101,35,2,3,0,633,1,0,17,128,3,-1,0,0,0,35,633,1,128,3
CODDOC2102,48,1,2,0,4265,1,0,13,220,2,-1,0,0,0,48,4000,1,220,2
CODDOC2108,35,0,3,0,649,0,0,16,177,1,-1,0,0,0,35,649,1,177,1
CODDOC2110,27,2,2,0,-145,1,0,15,289,8,-1,0,0,0,27,-145,1,289,6
CODDOC2111,31,1,2,0,-498,1,0,21,357,1,-1,0,0,0,31,-498,1,357,1
CODDOC2112,31,2,3,0,0,0,0,28,38,16,-1,0,0,0,31,0,1,38,6
CODDOC2113,46,1,2,0,22,1,0,7,414,4,-1,0,0,0,46,22,1,414,4
CODDOC2117,33,2,1,0,4897,1,0,20,151,1,-1,0,0,0,33,4000,1,151,1
CODDOC2118,40,1,1,0,1832,0,0,6,213,4,-1,0,0,0,40,1832,1,213,4
CODDOC2123,48,1,2,0,817,0,0,14,517,1,282,4,1,1,48,817,1,500,1
CODDOC2124,41,0,2,0,348,1,0,7,225,2,275,2,0,1,41,348,1,225,2
CODDOC2125,43,1,3,0,291,1,0,9,150,2,-1,0,0,0,43,291,1,150,2
CODDOC2126,52,1,2,0,3554,0,1,8,89,1,-1,0,0,0,52,3554,1,89,1
CODDOC2127,54,1,1,0,781,1,0,9,103,2,-1,0,0,0,54,781,1,103,2
CODDOC2128,32,0,3,0,267,0,0,26,128,1,-1,0,0,0,32,267,1,128,1
CODDOC2129,38,1,1,0,1327,1,0,20,277,1,-1,0,0,0,38,1327,1,277,1
CODDOC2130,41,1,1,0,-306,1,0,15,500,1,-1,0,1,0,41,-306,1,500,1
CODDOC2132,35,1,3,0,1265,1,0,15,326,5,179,4,1,1,35,1265,1,326,5
CODDOC2136,57,1,3,0,3,0,0,4,142,2,-1,0,0,0,57,3,1,142,2
CODDOC2137,34,1,3,0,0,1,0,8,214,2,-1,0,0,0,34,0,1,214,2
CODDOC2140,42,1,3,0,0,0,0,9,236,1,-1,0,0,0,42,0,1,236,1
CODDOC2141,47,2,3,0,3727,0,0,12,993,6,-1,0,1,0,47,3727,1,500,6
CODDOC2144,37,1,3,0,4089,1,0,2,289,2,174,4,1,1,37,4000,1,289,2
CODDOC2145,29,1,2,0,-478,0,1,8,528,2,-1,0,0,0,29,-478,1,500,2
CODDOC2148,31,2,2,0,1970,0,0,17,284,3,-1,0,0,0,31,1970,1,284,3
CODDOC2149,62,1,3,0,1859,0,0,6,245,3,-1,0,1,0,62,1859,1,245,3
CODDOC2150,32,2,3,0,1059,1,0,17,115,1,-1,0,0,0,32,1059,1,115,1
CODDOC2151,31,1,2,0,388,1,0,5,730,2,-1,0,0,0,31,388,1,500,2
CODDOC2152,51,0,1,0,602,1,0,11,347,1,284,2,0,1,51,602,1,347,1
CODDOC2153,29,2,2,0,0,0,0,17,58,1,-1,0,0,0,29,0,1,58,1
CODDOC2154,43,1,1,0,255,1,0,17,180,1,-1,0,0,0,43,255,1,180,1
CODDOC2155,36,1,2,0,63,1,0,2,56,8,-1,0,0,0,36,63,1,56,6
CODDOC2156,34,1,1,0,712,1,0,2,326,3,-1,0,0,0,34,712,1,326,3
CODDOC2160,33,1,2,0,386,0,0,12,253,1,92,4,1,1,33,386,1,253,1
CODDOC2161,60,1,3,0,3387,0,0,14,636,2,-1,0,0,0,60,3387,1,500,2
CODDOC2162,51,1,1,0,260,0,0,19,137,2,-1,0,0,0,51,260,1,137,2
CODDOC2164,51,1,2,0,1490,1,0,18,227,2,-1,0,0,0,51,1490,1,227,2
CODDOC2165,38,1,2,0,497,1,1,19,88,5,-1,0,0,0,38,497,1,88,5
CODDOC2166,35,1,2,0,1707,1,0,2,426,3,-1,0,0,0,35,1707,1,426,3
CODDOC2167,47,1,2,0,826,1,0,18,195,3,112,8,0,1,47,826,1,195,3
CODDOC2169,40,1,2,0,1836,1,0,12,750,2,-1,0,1,0,40,1836,1,500,2
CODDOC2171,52,0,3,0,907,1,0,4,104,2,-1,0,0,0,52,907,1,104,2
CODDOC2172,26,1,2,0,18,1,1,5,138,1,-1,0,0,0,26,18,1,138,1
CODDOC2173,31,2,1,0,-495,1,0,29,334,2,-1,0,0,0,31,-495,1,334,2
CODDOC2175,35,1,2,0,819,1,0,14,102,14,-1,0,0,0,35,819,1,102,6
CODDOC2177,28,2,2,0,-46,1,0,1,199,1,92,14,1,1,28,-46,1,199,1
CODDOC2179,30,1,2,0,371,0,0,7,124,2,-1,0,0,0,30,371,1,124,2
CODDOC2183,43,1,2,0,104,1,0,18,635,3,-1,0,1,0,43,104,1,500,3
CODDOC2184,46,1,1,0,174,0,1,15,90,1,-1,0,0,0,46,174,1,90,1
CODDOC2185,32,1,3,0,3107,1,1,25,310,1,-1,0,0,0,32,3107,1,310,1
CODDOC2187,39,1,2,0,1367,0,0,12,43,1,-1,0,0,0,39,1367,1,43,1
CODDOC2191,36,1,3,0,837,0,0,28,68,6,-1,0,0,0,36,837,1,68,6
CODDOC2192,48,1,3,0,363,0,0,18,67,1,-1,0,0,0,48,363,1,67,1
CODDOC2193,26,2,2,0,236,1,1,18,8,2,-1,0,0,0,26,236,1,8,2
CODDOC2194,39,2,0,0,0,1,0,11,62,1,-1,0,0,0,39,0,1,62,1
CODDOC2195,47,1,3,0,-50,0,1,7,175,1,-1,0,0,0,47,-50,1,175,1
CODDOC2196,23,2,1,0,4,1,0,13,395,2,-1,0,1,0,23,4,1,395,2
CODDOC2198,38,1,2,0,46,1,1,6,195,1,-1,0,0,0,38,46,1,195,1
CODDOC2200,35,0,2,0,148,0,1,8,199,1,-1,0,0,0,35,148,1,199,1
CODDOC2201,52,1,2,0,431,0,0,26,73,17,-1,0,0,0,52,431,1,73,6
CODDOC2207,32,1,3,0,138,0,0,20,94,4,-1,0,0,0,32,138,1,94,4
CODDOC2209,28,1,2,0,1325,1,0,15,242,1,-1,0,0,0,28,1325,1,242,1
CODDOC2211,34,1,3,0,4343,0,0,9,85,4,-1,0,0,0,34,4000,1,85,4
CODDOC2215,42,0,2,0,-280,1,0,26,258,1,-1,0,0,0,42,-280,1,258,1
CODDOC2216,34,2,0,0,1534,1,0,16,156,1,147,7,0,1,34,1534,1,156,1
CODDOC2217,34,1,2,0,1671,0,0,21,160,1,-1,0,0,0,34,1671,1,160,1
CODDOC2218,51,1,3,0,2007,0,0,16,1021,1,-1,0,0,0,51,2007,1,500,1
CODDOC2220,44,1,2,0,2776,1,0,27,701,1,-1,0,1,0,44,2776,1,500,1
CODDOC2222,34,1,3,0,573,0,0,10,122,1,-1,0,0,0,34,573,1,122,1
CODDOC2223,34,1,2,0,475,1,0,7,559,1,-1,0,0,0,34,475,1,500,1
CODDOC2225,46,2,3,0,2154,1,0,21,87,4,-1,0,0,0,46,2154,1,87,4
CODDOC2228,34,2,3,0,6766,0,0,28,210,5,-1,0,0,0,34,4000,1,210,5
CODDOC2231,48,2,2,0,-552,0,1,21,150,2,-1,0,0,0,48,-552,1,150,2
CODDOC2232,30,2,3,0,48,0,0,21,140,1,-1,0,0,0,30,48,1,140,1
CODDOC2234,24,1,2,0,4500,1,0,11,733,2,-1,0,1,0,24,4000,1,500,2
CODDOC2236,46,2,3,0,46,0,1,17,80,1,152,1,0,1,46,46,1,80,1
CODDOC2238,46,1,2,0,451,1,1,13,389,4,-1,0,0,0,46,451,1,389,4
CODDOC2240,42,1,2,0,0,1,0,21,328,6,-1,0,0,0,42,0,1,328,6
CODDOC2241,50,1,2,0,1130,1,0,23,119,2,-1,0,0,0,50,1130,1,119,2
CODDOC2242,41,1,1,0,389,1,0,16,87,6,-1,0,0,0,41,389,1,87,6
CODDOC2243,34,2,2,0,10,0,1,18,162,1,173,3,0,1,34,10,1,162,1
CODDOC2246,45,1,2,0,115,1,0,6,108,1,-1,0,0,0,45,115,1,108,1
CODDOC2251,50,1,3,0,207,1,0,4,99,1,-1,0,0,0,50,207,1,99,1
CODDOC2253,45,1,1,0,2433,0,0,6,133,2,-1,0,0,0,45,2433,1,133,2
CODDOC2255,48,1,3,0,-471,1,0,19,668,7,-1,0,0,0,48,-471,1,500,6
CODDOC2260,41,1,3,0,326,1,0,5,788,1,-1,0,1,0,41,326,1,500,1
CODDOC2261,47,0,2,0,691,0,0,6,285,6,-1,0,0,0,47,691,1,285,6
CODDOC2262,34,2,2,0,0,0,0,21,163,2,-1,0,0,0,34,0,1,163,2
CODDOC2263,33,2,3,0,99,0,0,8,159,1,-1,0,0,0,33,99,1,159,1
CODDOC2268,30,2,1,0,185,0,0,26,11,1,-1,0,0,0,30,185,1,11,1
CODDOC2271,59,1,2,0,319,1,0,5,143,3,-1,0,0,0,59,319,1,143,3
CODDOC2273,47,0,3,0,-1148,1,1,27,62,2,-1,0,0,0,47,-1000,1,62,2
CODDOC2274,44,1,1,0,-11,1,0,9,13,1,-1,0,0,0,44,-11,1,13,1
CODDOC2275,35,2,2,0,0,1,0,13,1073,1,-1,0,1,0,35,0,1,500,1
CODDOC2277,42,1,1,0,704,1,1,31,88,10,-1,0,0,0,42,704,1,88,6
CODDOC2278,38,1,2,0,1931,0,0,2,167,1,298,10,0,1,38,1931,1,167,1
CODDOC2283,44,2,1,0,787,1,0,30,570,2,-1,0,0,0,44,787,1,500,2
CODDOC2289,50,1,2,0,1412,0,0,6,131,3,-1,0,0,0,50,1412,1,131,3
CODDOC2293,45,2,3,0,2087,0,0,29,29,14,-1,0,0,0,45,2087,1,29,6
CODDOC2294,34,1,2,0,2,1,1,5,184,1,167,6,0,1,34,2,1,184,1
CODDOC2295,48,1,2,0,197,0,1,3,47,2,222,3,0,1,48,197,1,47,2
CODDOC2296,34,1,2,0,0,0,1,2,193,4,-1,0,0,0,34,0,1,193,4
CODDOC2299,39,1,3,0,2644,1,0,20,253,1,-1,0,0,0,39,2644,1,253,1
CODDOC2306,34,0,2,0,202,1,0,15,318,1,-1,0,0,0,34,202,1,318,1
CODDOC2307,36,1,3,0,6,1,0,27,100,1,435,1,0,1,36,6,1,100,1
CODDOC2308,47,0,3,0,2515,0,0,20,40,3,-1,0,0,0,47,2515,1,40,3
CODDOC2310,33,1,3,0,2098,0,0,20,67,1,-1,0,0,0,33,2098,1,67,1
CODDOC2311,57,1,3,0,320,0,0,7,76,2,-1,0,0,0,57,320,1,76,2
CODDOC2313,34,1,2,0,50,1,0,20,89,2,-1,0,0,0,34,50,1,89,2
CODDOC2314,51,0,3,0,370,1,0,19,109,3,-1,0,0,0,51,370,1,109,3
CODDOC2315,54,0,1,0,-182,0,0,9,98,1,-1,0,0,0,54,-182,1,98,1
CODDOC2317,43,1,3,0,13342,1,0,18,465,1,-1,0,0,0,43,4000,1,465,1
CODDOC2319,53,1,2,0,225,1,0,20,304,1,340,1,0,1,53,225,1,304,1
CODDOC2327,32,1,2,0,55,1,0,15,546,9,-1,0,0,0,32,55,1,500,6
CODDOC2328,41,1,2,0,8238,1,1,30,124,4,-1,0,0,0,41,4000,1,124,4
CODDOC2331,26,2,2,0,7,1,0,22,188,2,-1,0,0,0,26,7,1,188,2
CODDOC2332,37,2,3,0,1661,0,0,19,199,5,-1,0,0,0,37,1661,1,199,5
CODDOC2334,36,1,2,0,338,0,0,14,90,1,-1,0,0,0,36,338,1,90,1
CODDOC2336,33,2,3,0,490,1,0,7,31,1,363,2,0,1,33,490,1,31,1
CODDOC2337,35,1,3,0,2682,1,0,9,156,1,-1,0,0,0,35,2682,1,156,1
CODDOC2338,24,1,3,0,0,1,0,27,299,1,-1,0,0,0,24,0,1,299,1
CODDOC2339,29,1,2,0,596,0,0,30,510,2,-1,0,0,0,29,596,1,500,2
CODDOC2340,54,1,2,0,2059,1,0,25,177,4,-1,0,0,0,54,2059,1,177,4
CODDOC2342,34,1,2,0,0,0,0,2,270,1,-1,0,0,0,34,0,1,270,1
CODDOC2343,39,1,1,0,385,1,0,16,225,4,-1,0,0,0,39,385,1,225,4
CODDOC2344,38,1,3,0,223,0,0,28,63,1,-1,0,0,0,38,223,1,63,1
